atom_id 	 atom_type 	 (bonded_atom_id, bond_order, arithmetic_avg_stress, absolute_geometric_avg_stress:q!, bond_distance) 
  1929 	   	   1 	  	    (2170 0.924000 808448.850498 5827741714148.079102 1.599502), (3002 0.940000 717337.789590 6438968417612.519531 1.550849), (3301 0.925000 1052790.015504 4188557148427.106445 1.597393), (6643 0.925000 649188.757475 6896152296593.699219 1.595647), 
  1930 	   	   1 	  	    (3409 0.935000 1209959.419712 10797244100320.214844 45.392262), (1739 0.936000 1391264.518272 9088782366465.824219 46.263824), (2618 0.895000 1585547.435216 7258028947090.117188 1.673651), (5711 0.932000 1536529.514950 7719931241687.387695 1.577441), 
  1931 	   	   1 	  	    (1304 0.943000 414891.694352 8248208220638.845703 1.540518), (3197 0.941000 692749.563677 6405080011782.900391 1.545850), (1631 0.944000 606647.955703 6976222023594.518555 1.536463), (3834 0.931000 477507.437431 7832856146330.947266 1.580527), 
  1932 	   	   2 	  	    (5793 0.910000 994683.844961 6001588206133.059570 1.636939), (6515 0.933000 1362801.816168 7215908589970.294922 1.571888), 
  1933 	   	   2 	  	    (2225 0.948000 207602.710963 12490883243807.119141 1.520373), (2844 0.923000 484794.755260 14338497796349.466797 1.607056), 
  1934 	   	   2 	  	    (4152 0.942000 744675.844961 8377949184009.780273 1.543926), (3474 0.935000 416425.656700 6904728512238.441406 1.567702), 
  1935 	   	   2 	  	    (3854 0.949000 684846.139535 4434814207134.970703 1.517300), (3392 0.937000 831488.930233 4883427589610.723633 1.559543), 
  1936 	   	   2 	  	    (1085 0.937000 1577624.380952 4554899983644.597656 1.560058), (2113 0.934000 1387932.243632 4146534091356.394531 1.570215), 
  1937 	   	   2 	  	    (3497 0.946000 247690.985604 8631639746516.065430 1.526808), (176 0.924000 716684.757475 11164859710159.833984 1.600161), 
  1938 	   	   1 	  	    (3340 0.920000 695965.306755 6867580194371.849609 1.610905), (6896 0.929000 689359.224806 6912599491713.812500 1.584993), (69 0.945000 322090.276855 9415473373658.996094 1.534456), (6670 0.916000 164609.027685 10488680644899.839844 1.623259), 
